SAMPLE,STATE_FIPS,COUNTY_FIPS
637.O,44,44003
638.I,26,26015
638.O,26,26015
639.I,51,51059
639.O,51,51059
640.I,41,41009
640.O,41,41009
641.I,48,48439
641.O,48,48439
642.I,26,26005
642.O,26,26005
643.I,53,53045
643.O,53,53045
645.I,13,13121
645.O,13,13121
647.I,06,06073
647.O,06,06073
648.I,42,42049
648.O,42,42049
649.I,19,19031
649.O,19,19031
65.I,36,36061
65.O,36,36061
650.I,13,13115
650.O,13,13115
651.I,29,29027
651.O,29,29027
652.I,37,37135
652.O,37,37135
653.I,26,26093
653.O,26,26093
654.I,06,06001
654.O,06,06001
655.I,45,45027
655.O,45,45027
656.I,12,12095
656.O,12,12095
657.I,48,48167
657.O,48,48167
659.I,27,27169
659.O,27,27169
66.I,23,23005
66.O,23,23005
660.I,27,27053
660.O,27,27053
662.I,12,12001
662.O,12,12001
663.I,25,25017
663.O,25,25017
664.I,51,51165
664.O,51,51165
665.I,36,36059
665.O,36,36059
666.I,55,55027
666.O,55,55027
667.I,34,34007
667.O,34,34007
668.I,42,42101
668.O,42,42101
669.I,02,02090
669.O,02,02090
67.I,36,36081
67.O,36,36081
670.I,06,06075
670.O,06,06075
671.I,37,37159
671.O,37,37159
672.I,16,16001
672.O,16,16001
673.I,25,25025
673.O,25,25025
674.I,06,06037
674.O,06,06037
675.I,26,26161
675.O,26,26161
676.I,08,08031
676.O,08,08031
677.I,17,17165
677.O,17,17165
678.I,48,48085
678.O,48,48085
679.I,37,37063
679.O,37,37063
680.I,29,29095
680.O,29,29095
681.I,35,35025
681.O,35,35025
683.I,36,36119
683.O,36,36119
684.I,55,55133
684.O,55,55133
685.I,55,55079
685.O,55,55079
686.I,12,12061
686.O,12,12061
687.I,48,48085
687.O,48,48085
688.I,48,48041
688.O,48,48041
689.I,17,17143
689.O,17,17143
691.I,51,51041
691.O,51,51041
692.I,35,35001
692.O,35,35001
693.I,29,29077
693.O,29,29077
695.I,33,33015
695.O,33,33015
696.I,55,55105
696.O,55,55105
697.I,01,01045
697.O,01,01045
698.I,53,53053
698.O,53,53053
699.I,37,37097
699.O,37,37097
70.I,32,32029
70.O,32,32029
700.I,51,51003
700.O,51,51003
701.I,23,23027
701.O,23,23027
702.I,34,34041
702.O,34,34041
703.I,37,37183
703.O,37,37183
704.I,29,29019
704.O,29,29019
705.I,40,40109
705.O,40,40109
706.I,06,06001
706.O,06,06001
707.I,51,51069
707.O,51,51069
708.I,25,25017
708.O,25,25017
709.I,51,51107
709.O,51,51107
710.I,17,17031
710.O,17,17031
711.I,37,37135
711.O,37,37135
712.I,37,37051
712.O,37,37051
713.I,34,34041
713.O,34,34041
714.I,39,39049
714.O,39,39049
715.I,45,45065
715.O,45,45065
716.I,39,39049
716.O,39,39049
717.I,55,55133
717.O,55,55133
718.I,37,37119
718.O,37,37119
719.I,36,36029
719.O,36,36029
72.I,16,16001
72.O,16,16001
720.I,36,36105
720.O,36,36105
721.I,08,08059
721.O,08,08059
722.I,37,37037
722.O,37,37037
723.I,55,55121
723.O,55,55121
724.I,37,37135
724.O,37,37135
725.I,42,42021
725.O,42,42021
726.I,37,37183
726.O,37,37183
728.I,09,09007
728.O,09,09007
729.I,06,06041
729.O,06,06041
730.I,37,37021
730.O,37,37021
731.I,55,55025
731.O,55,55025
732.I,17,17019
732.O,17,17019
733.I,54,54061
733.O,54,54061
736.I,25,25013
736.O,25,25013
737.I,44,44007
737.O,44,44007
738.I,40,40119
738.O,40,40119
739.I,06,06001
739.O,06,06001
74.I,55,55007
74.O,55,55007
740.I,55,55105
740.O,55,55105
741.I,18,18163
741.O,18,18163
742.I,49,49035
742.O,49,49035
743.I,55,55125
743.O,55,55125
744.I,51,51069
744.O,51,51069
745.I,37,37063
745.O,37,37063
746.I,08,08031
746.O,08,08031
749.I,48,48121
749.O,48,48121
75.I,06,06035
75.O,06,06035
750.I,37,37125
750.O,37,37125
751.I,06,06085
751.O,06,06085
752.I,24,24510
752.O,24,24510
753.I,06,06087
753.O,06,06087
754.I,51,51660
754.O,51,51660
755.I,37,37183
755.O,37,37183
756.I,42,42049
756.O,42,42049
757.I,24,24005
757.O,24,24005
758.I,54,54061
758.O,54,54061
759.I,48,48439
759.O,48,48439
76.I,28,28031
76.O,28,28031
761.I,29,29043
761.O,29,29043
762.I,48,48041
762.O,48,48041
763.I,55,55025
763.O,55,55025
764.I,37,37003
764.O,37,37003
765.I,31,31055
765.O,31,31055
766.I,25,25021
766.O,25,25021
767.I,21,21067
767.O,21,21067
768.I,37,37121
768.O,37,37121
769.I,37,37135
769.O,37,37135
77.I,11,11001
77.O,11,11001
770.I,35,35001
770.O,35,35001
771.I,15,15001
771.O,15,15001
772.I,27,27123
772.O,27,27123
773.I,48,48439
773.O,48,48439
774.I,05,05131
774.O,05,05131
776.I,37,37001
776.O,37,37001
777.I,37,37033
777.O,37,37033
778.I,37,37101
778.O,37,37101
779.I,54,54027
779.O,54,54027
78.I,02,02240
78.O,02,02240
781.I,51,51121
781.O,51,51121
782.I,51,51059
782.O,51,51059
783.I,41,41051
783.O,41,41051
784.I,25,25017
784.O,25,25017
785.I,48,48439
785.O,48,48439
786.I,06,06059
786.O,06,06059
787.I,39,39035
787.O,39,39035
788.I,16,16005
788.O,16,16005
789.I,22,22103
789.O,22,22103
790.I,42,42077
790.O,42,42077
792.I,37,37169
792.O,37,37169
793.I,12,12001
793.O,12,12001
794.I,17,17111
794.O,17,17111
795.I,53,53033
795.O,53,53033
796.I,29,29051
796.O,29,29051
797.I,06,06073
797.O,06,06073
798.I,55,55125
798.O,55,55125
799.I,39,39061
799.O,39,39061
800.I,33,33015
800.O,33,33015
801.I,12,12101
801.O,12,12101
802.I,37,37081
802.O,37,37081
803.I,53,53061
803.O,53,53061
804.I,54,54061
804.O,54,54061
805.I,48,48085
805.O,48,48085
806.I,06,06075
806.O,06,06075
807.I,51,51003
807.O,51,51003
808.I,23,23005
808.O,23,23005
809.I,06,06107
809.O,06,06107
81.I,35,35001
81.O,35,35001
810.I,37,37037
810.O,37,37037
811.I,51,51013
811.O,51,51013
812.I,37,37085
812.O,37,37085
813.I,06,06075
813.O,06,06075
814.I,36,36061
814.O,36,36061
815.I,37,37055
815.O,37,37055
816.I,28,28145
816.O,28,28145
817.I,37,37021
817.O,37,37021
818.I,51,51079
818.O,51,51079
819.I,37,37183
819.O,37,37183
820.I,37,37183
820.O,37,37183
821.I,04,04019
821.O,04,04019
823.I,51,51003
823.O,51,51003
824.I,06,06081
824.O,06,06081
825.I,18,18071
825.O,18,18071
827.I,06,06075
827.O,06,06075
828.I,24,24017
828.O,24,24017
829.I,06,06083
829.O,06,06083
830.I,37,37135
830.O,37,37135
831.I,29,29189
831.O,29,29189
832.I,25,25017
832.O,25,25017
833.I,41,41029
833.O,41,41029
834.I,21,21227
834.O,21,21227
835.I,06,06017
835.O,06,06017
836.I,51,51059
836.O,51,51059
837.I,39,39065
837.O,39,39065
838.I,55,55089
838.O,55,55089
839.I,42,42101
839.O,42,42101
840.I,29,29213
840.O,29,29213
841.I,41,41051
841.O,41,41051
842.I,21,21185
842.O,21,21185
843.I,33,33015
843.O,33,33015
844.I,18,18097
844.O,18,18097
845.I,24,24031
845.O,24,24031
846.I,04,04021
846.O,04,04021
847.I,06,06037
847.O,06,06037
848.I,54,54019
848.O,54,54019
849.I,42,42043
849.O,42,42043
850.I,49,49035
850.O,49,49035
851.I,06,06037
851.O,06,06037
852.I,41,41003
852.O,41,41003
853.I,37,37183
853.O,37,37183
854.I,27,27141
854.O,27,27141
855.I,08,08067
855.O,08,08067
856.I,19,19169
856.O,19,19169
857.I,37,37183
857.O,37,37183
858.I,25,25017
858.O,25,25017
859.I,01,01103
859.O,01,01103
860.I,55,55017
860.O,55,55017
863.I,55,55095
863.O,55,55095
864.I,53,53033
864.O,53,53033
865.I,15,15003
865.O,15,15003
866.I,55,55025
866.O,55,55025
867.I,25,25009
867.O,25,25009
869.I,09,09015
869.O,09,09015
870.I,42,42029
870.O,42,42029
871.I,45,45019
871.O,45,45019
872.I,24,24031
872.O,24,24031
873.I,06,06095
873.O,06,06095
874.I,09,09001
874.O,09,09001
875.I,45,45037
875.O,45,45037
876.I,12,12086
876.O,12,12086
877.I,37,37183
877.O,37,37183
878.I,04,04013
878.O,04,04013
88.I,45,45075
88.O,45,45075
880.I,35,35001
880.O,35,35001
881.I,24,24031
881.O,24,24031
882.I,53,53009
882.O,53,53009
883.I,37,37135
883.O,37,37135
885.I,13,13201
885.O,13,13201
887.I,06,06087
887.O,06,06087
888.I,41,41051
888.O,41,41051
889.I,01,01009
889.O,01,01009
890.I,45,45015
890.O,45,45015
891.I,20,20103
891.O,20,20103
892.I,55,55127
892.O,55,55127
893.I,04,04021
893.O,04,04021
894.I,25,25017
894.O,25,25017
895.I,25,25017
895.O,25,25017
896.I,39,39029
896.O,39,39029
897.I,24,24031
897.O,24,24031
898.I,51,51015
898.O,51,51015
899.I,06,06075
899.O,06,06075
90.I,48,48201
90.O,48,48201
900.I,36,36067
900.O,36,36067
901.I,41,41039
901.O,41,41039
902.I,24,24031
902.O,24,24031
903.I,37,37135
903.O,37,37135
904.I,37,37119
904.O,37,37119
906.I,48,48453
906.O,48,48453
907.I,06,06075
907.O,06,06075
908.I,06,06059
908.O,06,06059
909.I,39,39113
910.I,25,25021
910.O,25,25021
912.I,25,25027
912.O,25,25027
913.I,48,48201
913.O,48,48201
914.I,37,37183
914.O,37,37183
915.I,48,48491
915.O,48,48491
916.I,42,42091
916.O,42,42091
917.I,37,37119
917.O,37,37119
918.I,36,36119
918.O,36,36119
919.I,29,29077
919.O,29,29077
920.I,06,06081
920.O,06,06081
921.I,51,51121
921.O,51,51121
922.I,42,42003
922.O,42,42003
923.I,06,06113
923.O,06,06113
924.I,32,32003
924.O,32,32003
925.I,45,45019
925.O,45,45019
926.I,36,36061
926.O,36,36061
928.I,18,18057
928.O,18,18057
929.I,34,34021
929.O,34,34021
93.I,17,17031
93.O,17,17031
930.I,25,25017
930.O,25,25017
931.I,06,06097
931.O,06,06097
932.I,39,39099
932.O,39,39099
933.I,36,36061
933.O,36,36061
934.I,19,19153
934.O,19,19153
935.I,30,30101
935.O,30,30101
936.I,01,01117
936.O,01,01117
937.I,36,36061
937.O,36,36061
938.I,55,55139
938.O,55,55139
939.I,44,44007
939.O,44,44007
940.I,06,06073
940.O,06,06073
943.I,25,25023
943.O,25,25023
944.I,51,51770
944.O,51,51770
946.I,37,37183
946.O,37,37183
948.I,12,12001
948.O,12,12001
949.I,42,42019
949.O,42,42019
95.I,17,17179
95.O,17,17179
951.I,34,34027
951.O,34,34027
952.I,06,06087
952.O,06,06087
954.I,48,48065
954.O,48,48065
955.I,12,12101
955.O,12,12101
956.I,30,30081
956.O,30,30081
957.I,04,04019
957.O,04,04019
958.I,41,41051
958.O,41,41051
959.I,25,25017
959.O,25,25017
960.I,26,26103
960.O,26,26103
962.I,15,15003
962.O,15,15003
963.I,53,53011
963.O,53,53011
964.I,48,48223
964.O,48,48223
965.I,37,37183
965.O,37,37183
966.I,25,25017
966.O,25,25017
967.I,11,11001
969.I,18,18097
969.O,18,18097
970.I,28,28057
970.O,28,28057
971.I,40,40119
971.O,40,40119
972.I,06,06075
972.O,06,06075
973.I,19,19023
973.O,19,19023
974.I,53,53005
974.O,53,53005
975.I,37,37063
975.O,37,37063
976.I,37,37183
976.O,37,37183
977.I,48,48121
977.O,48,48121
978.I,37,37041
978.O,37,37041
979.I,37,37183
979.O,37,37183
980.I,17,17031
980.O,17,17031
982.I,55,55039
982.O,55,55039
983.I,42,42015
983.O,42,42015
984.I,27,27119
984.O,27,27119
985.I,05,05007
985.O,05,05007
986.I,42,42027
986.O,42,42027
987.I,49,49035
987.O,49,49035
990.I,41,41039
990.O,41,41039
991.I,34,34027
991.O,34,34027
992.I,40,40041
992.O,40,40041
993.I,20,20173
993.O,20,20173
994.I,09,09013
994.O,09,09013
995.I,40,40017
995.O,40,40017
997.I,36,36025
997.O,36,36025
999.I,26,26099
999.O,26,26099
